"GEOID","population","percent_female","percent_white","percent_over_49","doctors_3sfca","doctors_kd2sfca","doctors_3sfca_euclidean","doctors_kd2sfca_euclidean","doctors_3sfca_30","doctors_3sfca_step","doctors_e2sfca","doctors_3sfca_commute"
"11001000100",4888,51.9885405913515,88.0942214301092,38.0479472464983,1.9538211662369,2.12466015507084,1.51107519429207,1.51106555049346,1.93457908300393,1.94083494998212,2.10111250931307,2.01840036443598
"11001000201",3922,55.8388577256502,65.7827638959714,1.50433452320245,1.91163878272265,2.05552874420941,1.51107870788544,1.51107042053819,1.89302053036756,1.88710362763687,2.01456424828832,2.1896387947328
"11001000202",4709,51.4467896000151,84.5558514504118,29.9055064014965,2.03918675642008,2.26897285726305,1.51107737349046,1.51106855417607,2.01737414526236,2.00040057228576,2.22407087795009,2.15609088577864
"11001000300",6585,55.0607177965413,81.8784823880782,15.1053496133082,1.97533952955406,2.16779010458904,1.51107982013516,1.51107194726561,1.95575287092059,1.96801915049321,2.14452866066228,2.06218265399472
"11001000400",1413,54.4638126077631,87.5205012826443,37.785440935279,1.91163878272265,2.05552874420941,1.51107808830982,1.51106949730584,1.89302053036756,1.88710362763687,2.01456424828832,1.97800388676866
"11001000501",3434,50.3384776183518,77.7411355241544,24.5345412798243,1.91163878272265,2.05552874420941,1.51107469582519,1.51106493920422,1.89302053036756,1.88710362763687,2.01456424828832,1.94664105882867
"11001000502",3396,56.8910823748943,87.8382323448113,28.8470653889417,1.91163878272265,2.05552874420941,1.51107658757963,1.51106751827789,1.89302053036756,1.88710362763687,2.01456424828832,1.94166547659273
"11001000600",4966,55.329768706504,79.9445909766799,29.3535226462384,1.90531090226465,2.06201947942646,1.51107828802286,1.51107007997717,1.894933544359,1.85054706062925,1.98570737922919,1.94169341829289
"11001000701",5786,52.0644068735362,72.104324522522,33.5672055059113,1.89915743639623,2.08559648124705,1.51108047565069,1.51107300854952,1.92027514958914,1.92303436986301,2.00825143699942,1.94034883446794
"11001000702",2972,59.9685268120005,73.8192891311564,19.1668813310062,1.8775526814687,2.02710485186618,1.51108039817754,1.51107281693285,1.89455124453799,1.92404723630152,1.98804847031131,1.9327404369536
"11001000801",6195,58.9133274403637,76.703685036179,26.1942609383966,1.89694701717871,2.09601899851796,1.51108203385046,1.51107551212386,1.92476416532383,1.89800202124457,1.99215321970795,1.94773660744005
"11001000802",3470,52.4532354417812,79.1377678808152,30.090616908575,1.76290957704414,1.87013601808801,1.51108087189076,1.51107374828756,1.83206774702373,1.93529902259582,1.89426302058855,1.75613451029509
"11001000901",7270,52.8060697860376,81.694882711959,30.0828665758311,1.89334759858152,2.07429067150152,1.51108310111021,1.51107773355237,1.89855023204479,1.78143429599552,1.93115143586246,1.91411017037839
"11001000902",2416,51.9540132029357,85.4867385343393,32.6954279248121,1.89563658594816,2.0860173769111,1.51108356585157,1.51107858103524,1.91173597591913,1.84303767346193,1.96811780435031,1.93709975970428
"11001001001",7213,50.5325632554903,84.6182584899004,30.2934317548216,1.89334759858152,2.07429067150152,1.51108154271343,1.51107567273221,1.89855023204479,1.78143429599552,1.93115143586246,1.92503101359596
"11001001002",3428,60.4367942825616,77.4853427798484,15.5612831389726,1.89334759858152,2.07429067150152,1.51108062490621,1.51107349620152,1.89855023204479,1.78143429599552,1.93115143586246,1.91349618872096
"11001001100",4823,55.033963348373,84.2378366080037,34.2815792521884,1.89334759858152,2.07429067150152,1.51107904698345,1.51107248781192,1.89855023204479,1.78143429599552,1.93115143586246,1.92772888179999
"11001001200",5362,51.6841923995635,76.2616715229703,27.4603007499939,1.89334759858152,2.07429067150152,1.51107878133233,1.51107127829468,1.89855023204479,1.78143429599552,1.93115143586246,1.91900961817456
"11001001301",4334,51.7161348415462,75.3638494464122,24.3677948706943,1.90115532600679,2.06628200387568,1.51107543747969,1.51106703850078,1.89618983792784,1.82654003285212,1.96675681264784,1.93048155039756
