"GEOID","population","percent_female","percent_white","percent_over_49","X","Y"
"110010050012",1266,42.0221169036335,69.1943127962085,25.1974723538705,-77.0307842356526,38.9117675091862
"110010050021",2083,43.5429668746999,37.1579452712434,19.7311569851176,-77.0283288646889,38.9064439596469
"110010050022",1622,53.1442663378545,73.612823674476,14.8581997533909,-77.0308005588638,38.9072560551636
"110010050023",1117,48.6123545210385,64.9059982094897,24.7985675917637,-77.028523428007,38.9086789984705
"110010050024",976,40.5737704918033,40.4713114754098,22.3360655737705,-77.0281809321596,38.904993858316
"110010052011",1549,53.1956100710136,72.4338282763073,10.2001291155584,-77.033028744434,38.9070634824922
"110010052012",1447,56.046993780235,78.2308223911541,28.7491361437457,-77.0355198998394,38.9105047983047
"110010052013",1088,55.9742647058823,49.5404411764706,19.4852941176471,-77.0332839295404,38.9089273804024
"110010052014",1771,46.0191981931112,76.3975155279503,22.1343873517787,-77.0332511062812,38.9118691662208
"110010053011",1303,46.5080583269378,79.4320798158097,9.05602455871067,-77.0382628676229,38.9133008765025
"110010053012",1053,49.7625830959164,87.9392212725546,21.7473884140551,-77.0396305249302,38.9104675870815
"110010053013",1613,57.160570365778,76.9993800371978,16.0570365778053,-77.0387512166825,38.9088095186497
"110010053014",1149,48.9120974760661,88.4247171453438,16.6231505657093,-77.0387420629393,38.9119376001753
"110010055001",1366,59.5900439238653,68.5944363103953,31.6251830161054,-77.0462143588705,38.9112315679525
"110010055002",2047,48.5100146555936,81.3385442110405,18.2217879824133,-77.0522969120872,38.9065663726471
"110010055003",1735,41.4409221902017,89.3948126801153,17.5792507204611,-77.0494046065001,38.9052274970762
"110010055004",803,46.2017434620174,72.2291407222914,32.1295143212951,-77.0477193250935,38.9084387870171
"110010055005",658,53.1914893617021,93.4650455927052,38.2978723404255,-77.0455796512005,38.9086046541651
"110010056001",1764,50.9637188208617,83.6167800453515,16.2131519274376,-77.0544096588755,38.9029802375395
"110010056002",1849,52.5689561925365,83.126014061655,51.8117901568415,-77.0550235666873,38.8999087912822
"110010056003",2035,51.7936117936118,65.1105651105651,8.20638820638821,-77.0515336391919,38.8972436089395
"110010056004",1125,37.4222222222222,54.9333333333333,11.6444444444444,-77.0517264562183,38.9010127038049
"110010058001",1732,45.6697459584296,74.5958429561201,30.3117782909931,-77.0266151885386,38.8979268412922
"110010058002",1924,56.7567567567568,63.5135135135135,34.5634095634096,-77.0204967289501,38.8974394932522
"110010059001",2511,47.4313022700119,57.8653922739944,13.6997212266029,-77.0148425314675,38.8960141572552
"110010062021",58,34.4827586206897,100,0,-77.0352695234691,38.8801025874057
"110010064001",1754,49.4298745724059,24.6294184720639,27.8791334093501,-77.0115877890989,38.8747232655135
"110010064002",1080,56.2037037037037,13.8888888888889,20.6481481481481,-77.0115289568786,38.8671538259792
"110010065001",1293,53.7509667440062,77.9582366589327,19.5668986852281,-77.000851834284,38.8855173427838
"110010065002",1717,50.6115317414094,73.1508444962143,24.5777518928363,-77.0041012918654,38.8831017868152
"110010066001",1996,49.0480961923848,86.87374749499,30.7114228456914,-76.9983695367534,38.8877845318787
"110010067001",1221,61.2612612612613,70.7616707616708,27.3546273546274,-76.9861088866127,38.8881620844325
"110010067002",1409,46.4158977998581,82.5408090844571,23.4208658623137,-76.9899912217498,38.8873870522015
"110010067003",1794,48.494983277592,89.1861761426979,20.9030100334448,-76.9932802028621,38.8872762568606
"110010068011",1882,52.5504782146653,51.115834218916,22.7948990435707,-76.9789223400933,38.8875079814159
"110010068012",572,53.6713286713287,71.8531468531469,10.4895104895105,-76.9821239475633,38.8881418786787
"110010068021",861,57.7235772357724,60.3948896631823,16.4924506387921,-76.9812414576166,38.8851176175065
"110010068022",1717,51.0192195690157,74.4321490972627,15.8998252766453,-76.9816031938396,38.8821803073387
"110010068041",2800,13.0357142857143,13.2142857142857,16.0714285714286,-76.9713094815986,38.8879106091258
"110010069001",1493,53.7173476222371,71.868720696584,19.959812458138,-76.9883365711658,38.8845690184905
"110010069002",1206,52.5704809286899,76.2023217247098,13.3499170812604,-76.9857700885116,38.8823275603263
"110010070001",1211,51.3625103220479,89.6779521056978,29.3146160198183,-76.9986247155443,38.8813092413554
"110010070002",1233,41.7680454176805,87.1857258718573,13.0575831305758,-76.9939357970015,38.8812980326627
"110010071001",563,42.6287744227353,55.417406749556,17.0515097690941,-76.9864785004102,38.8759666209739
"110010071002",2806,52.6015680684248,36.1012116892374,15.5024946543122,-76.9879408015119,38.8799189646224
"110010072001",4563,55.1172474249397,71.9921104536489,8.30593907516985,-77.004560128516,38.8791710932388
"110010072002",2264,45.803886925795,63.4275618374558,13.9575971731449,-76.9999015798278,38.8741454418459
"110010073011",4803,47.5952529668957,64.8136581303352,7.91172184051634,-77.0225922806524,38.8408722310765
"110010073041",2506,61.5722266560255,1.4365522745411,22.1867517956903,-76.9834484689362,38.8406230254532
"110010073042",1122,58.5561497326203,2.04991087344029,21.301247771836,-76.9898914274826,38.8426000205347
"110010073043",617,67.7471636952998,0,1.62074554294976,-76.9920947841729,38.8412817943941
"110010074011",688,63.6627906976744,0,18.4593023255814,-76.9972554312623,38.8654453599346
"110010074012",1033,51.5972894482091,7.55082284607938,24.9757986447241,-76.9952921814826,38.8575579859982
"110010074031",2805,56.5775401069519,1.28342245989305,13.9750445632799,-76.9742581678393,38.8484690455254
"110010074041",1763,47.5326148610323,0.623936471922859,19.171866137266,-76.9784146168618,38.8514377373698
"110010074042",1957,53.7046499744507,3.78129790495657,13.9499233520695,-76.9838826308794,38.8477628337723
"110010074043",341,50.733137829912,0,0,-76.9860132730859,38.8517636917701
"110010074061",2330,67.2961373390558,0.128755364806867,11.2017167381974,-76.9902730774382,38.8568939755699
"110010074062",1479,66.3286004056795,0,13.4550371872887,-76.9888326272315,38.8543871955085
"110010074071",1124,66.7259786476868,0.444839857651246,13.7900355871886,-76.9808866830024,38.8555194527135
"110010074072",2110,60.8530805687204,3.55450236966825,19.2417061611374,-76.9901280695559,38.8598586216467
"110010074081",3193,47.3222674600689,2.94393986846226,18.6345129971813,-76.9705483187016,38.8526093045364
"110010074091",1200,52.3333333333333,0,21.4166666666667,-76.969608352432,38.8469324363182
"110010074092",1921,66.7360749609578,0.520562207183758,11.7647058823529,-76.9737728089551,38.8454713273299
"110010074093",1284,62.0716510903427,0,17.1339563862928,-76.9774296724736,38.8441221744235
"110010075021",4161,55.3713049747657,0.672915164623888,21.1247296322999,-76.9721548112565,38.8591766203315
"110010075022",1772,53.9503386004515,1.07223476297968,33.5214446952596,-76.9674085372919,38.8546529195289
"110010075031",981,54.841997961264,13.6595310907237,27.5229357798165,-76.9876839929328,38.8653999064398
"110010075032",1638,54.029304029304,7.08180708180708,17.5824175824176,-76.986311148791,38.8623064342802
"110010075041",2999,52.8176058686229,0.433477825941981,18.8396132044015,-76.9793119457631,38.8609424026463
"110010076011",740,71.3513513513514,5,27.972972972973,-76.9743721749837,38.8731792657795
"110010076012",737,59.7014925373134,5.02035278154681,35.685210312076,-76.9727816041782,38.8703411018703
"110010076013",1683,53.8918597742127,5.46642899584076,28.2828282828283,-76.9771466156532,38.8704722158401
"110010076014",1098,51.0928961748634,8.01457194899818,28.0510018214936,-76.9805393043537,38.8701510848007
"110010076015",904,46.6814159292035,13.8274336283186,38.6061946902655,-76.9831597777369,38.8719422395227
"110010076031",1512,58.4656084656085,1.45502645502645,16.9973544973545,-76.9514023849481,38.8634346414474
"110010076032",621,56.3607085346216,6.28019323671498,52.1739130434783,-76.9629078972157,38.8592271564974
"110010076033",830,59.7590361445783,4.33734939759036,25.6626506024096,-76.9557033959547,38.8597013794096
"110010076034",1251,58.193445243805,7.83373301358913,42.6858513189448,-76.9623714177973,38.8552122681514
